genus_and_species,taxonomy_id,strain,superkingdom,phylum,class,order,family,genus,assembly_or_accession,Tmin,Topt_ave,Topt_low,Topt_high,Tmax,Tmax_Tmin,row_id,accession,ambiguous_bases,checkm2_completeness,checkm2_contamination,checkm2_model,checkm_completeness,checkm_contamination,checkm_marker_count,checkm_marker_lineage,checkm_marker_set_count,checkm_strain_heterogeneity,coding_bases,coding_density,contig_count,gc_count,gc_percentage,genome_size,gtdb_genome_representative,gtdb_representative,gtdb_taxonomy,gtdb_type_designation_ncbi_taxa,gtdb_type_designation_ncbi_taxa_sources,gtdb_type_species_of_genus,l50_contigs,l50_scaffolds,longest_contig,longest_scaffold,lsu_23s_contig_len,lsu_23s_count,lsu_23s_length,lsu_23s_query_id,lsu_5s_contig_len,lsu_5s_count,lsu_5s_length,lsu_5s_query_id,lsu_silva_23s_blast_align_len,lsu_silva_23s_blast_bitscore,lsu_silva_23s_blast_evalue,lsu_silva_23s_blast_perc_identity,lsu_silva_23s_blast_subject_id,lsu_silva_23s_taxonomy,mean_contig_length,mean_scaffold_length,mimag_high_quality,mimag_low_quality,mimag_medium_quality,n50_contigs,n50_scaffolds,ncbi_assembly_level,ncbi_assembly_name,ncbi_assembly_type,ncbi_bioproject,ncbi_biosample,ncbi_contig_count,ncbi_contig_n50,ncbi_country,ncbi_date,ncbi_genbank_assembly_accession,ncbi_genome_category,ncbi_genome_representation,ncbi_isolate,ncbi_isolation_source,ncbi_lat_lon,ncbi_molecule_count,ncbi_ncrna_count,ncbi_organism_name,ncbi_protein_count,ncbi_refseq_category,ncbi_rrna_count,ncbi_scaffold_count,ncbi_scaffold_l50,ncbi_scaffold_n50,ncbi_scaffold_n75,ncbi_scaffold_n90,ncbi_seq_rel_date,ncbi_spanned_gaps,ncbi_species_taxid,ncbi_ssu_count,ncbi_strain_identifiers,ncbi_submitter,ncbi_taxonomy,ncbi_taxonomy_unfiltered,ncbi_total_gap_length,ncbi_total_length,ncbi_translation_table,ncbi_trna_count,ncbi_type_material_designation,ncbi_ungapped_length,ncbi_unspanned_gaps,ncbi_wgs_master,protein_count,scaffold_count,ssu_contig_len,ssu_count,ssu_gg_blast_align_len,ssu_gg_blast_bitscore,ssu_gg_blast_evalue,ssu_gg_blast_perc_identity,ssu_gg_blast_subject_id,ssu_gg_taxonomy,ssu_length,ssu_query_id,ssu_silva_blast_align_len,ssu_silva_blast_bitscore,ssu_silva_blast_evalue,ssu_silva_blast_perc_identity,ssu_silva_blast_subject_id,ssu_silva_taxonomy,total_gap_length,trna_aa_count,trna_count,trna_selenocysteine_count,taxid_match,name_only_match,tempura_name_norm,tempura_binomial,ncbi_taxid,gtdb_name_norm
Saccharolobus solfataricus,2287,NBRC 15331,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Saccharolobus,GCA_900079115.1,50,85,NA,NA,87,37,473,RS_GCF_003852195.1,0,99.99,0.39,Specific,100,0,217,c__Thermoprotei (UID147),168,0,2301655,86.23744555023765,1,956168,35.825302157308386,2668974,RS_GCF_900079115.1,FALSE,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus solfataricus,not type material,none,FALSE,1,1,2668974,2668974,2668974,1,3032,NZ_CP033236.1,none,0,none,none,3032,5600,0,100,CP001800.1779386.1782423,Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Sulfolobus;Saccharolobus solfataricus 98/2,2668974,2668974,FALSE,FALSE,TRUE,2668974,2668974,Complete Genome,ASM385219v1,na,PRJNA224116,SAMN05896744,none,none,none,2018-11-29,GCA_003852195.1,none,full,na,none,none,1,0,Saccharolobus solfataricus,none,na,3,1,1,2668974,2668974,2668974,2018-11-29,0,2287,1,SARC-H,University of Nebraska-Lincoln,d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus solfataricus,d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus solfataricus,0,2668974,11,46,na,2668974,0,na,2975,1,2668974,1,none,none,none,none,none,none,1496,NZ_CP033236.1,1496,2763,0,100,CP001800.1777692.1779190,Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Saccharolobus;Saccharolobus solfataricus 98/2,0,19,46,0,TRUE,FALSE,NA,NA,NA,NA
Saccharolobus solfataricus,2287,NBRC 15331,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Saccharolobus,GCA_900079115.1,50,85,NA,NA,87,37,473,RS_GCF_003852135.1,0,99.99,0.39,Specific,100,0,217,c__Thermoprotei (UID147),168,0,2301655,86.23744555023765,1,956168,35.825302157308386,2668974,RS_GCF_900079115.1,FALSE,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus solfataricus,not type material,none,FALSE,1,1,2668974,2668974,2668974,1,3032,NZ_CP033235.1,none,0,none,none,3032,5600,0,100,CP001800.1779386.1782423,Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Sulfolobus;Saccharolobus solfataricus 98/2,2668974,2668974,FALSE,FALSE,TRUE,2668974,2668974,Complete Genome,ASM385213v1,na,PRJNA224116,SAMN05896255,none,none,none,2018-11-29,GCA_003852135.1,none,full,na,none,none,1,0,Saccharolobus solfataricus,none,na,3,1,1,2668974,2668974,2668974,2018-11-29,0,2287,1,SULG,University of Nebraska-Lincoln,d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus solfataricus,d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus solfataricus,0,2668974,11,46,na,2668974,0,na,2975,1,2668974,1,none,none,none,none,none,none,1496,NZ_CP033235.1,1496,2763,0,100,CP001800.1777692.1779190,Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Saccharolobus;Saccharolobus solfataricus 98/2,0,19,46,0,TRUE,FALSE,NA,NA,NA,NA
Saccharolobus solfataricus,2287,NBRC 15331,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Saccharolobus,GCA_900079115.1,50,85,NA,NA,87,37,473,GB_GCA_015654385.1,0,99.88,1.57,Specific,100,0,217,c__Thermoprotei (UID147),168,0,2563950,84.76372147764164,1,1084388,35.8496703936102,3024820,RS_GCF_900079115.1,FALSE,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus solfataricus,not type material,none,FALSE,1,1,3024820,3024820,3024820,1,3034,CP050869.1,none,0,none,none,3032,5310,0,98.285,CP003928.1033305.1036353,Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus islandicus LAL14/1,3024820,3024820,FALSE,FALSE,TRUE,3024820,3024820,Complete Genome,ASM1565438v1,na,PRJNA616127,SAMN14482681,none,none,none,2020-11-23,GCA_015654385.1,none,full,na,none,none,1,0,Saccharolobus solfataricus,none,na,3,1,1,3024820,3024820,3024820,2020-11-23,0,2287,1,POZ149,Institut Pasteur,d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus solfataricus,d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus solfataricus,0,3024820,11,47,na,3024820,0,na,3450,1,3024820,1,none,none,none,none,none,none,1494,CP050869.1,1495,2647,0,98.662,M32504.1.1495,Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Saccharolobus;Saccharolobus shibatae B12,0,19,47,0,TRUE,FALSE,NA,NA,NA,NA
Saccharolobus solfataricus,2287,NBRC 15331,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Saccharolobus,GCA_900079115.1,50,85,NA,NA,87,37,473,RS_GCF_000968395.2,0,99.99,0.45,Specific,100,0,217,c__Thermoprotei (UID147),168,0,2351955,86.23710818564213,1,977989,35.8590802959104,2727312,RS_GCF_900079115.1,FALSE,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus solfataricus,not type material,none,FALSE,1,1,2727312,2727312,2727312,1,3032,NZ_CP011056.2,none,0,none,none,3032,5600,0,100,CP001800.1779386.1782423,Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Sulfolobus;Saccharolobus solfataricus 98/2,2727312,2727312,FALSE,FALSE,TRUE,2727312,2727312,Complete Genome,ASM96839v2,na,PRJNA224116,SAMN03395044,none,none,none,2018-10-25,GCA_000968395.2,none,full,na,none,none,1,0,Saccharolobus solfataricus,2873,na,3,1,1,2727312,2727312,2727312,2018-10-25,0,2287,1,SARC-C,University of Nebraska-Lincoln,d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus solfataricus,d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus solfataricus,0,2727312,11,46,na,2727312,0,na,3022,1,2727312,1,none,none,none,none,none,none,1494,NZ_CP011056.2,1494,2760,0,100,CP011055.1835873.1837372,Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Saccharolobus;Saccharolobus solfataricus,0,19,46,0,TRUE,FALSE,NA,NA,NA,NA
Salarchaeum japonicum,555573,YSM-79,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Salarchaeum,NA,20,40,NA,NA,55,35,474,RS_GCF_039522645.1,0,99.26,1.34,Specific,99.49,0.43,359,f__Halobacteriaceae (UID84),235,0,2132798,91.16235531467456,2,1579235,67.50136777855666,2339560,RS_GCF_020614395.1,FALSE,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Salarchaeum;s__Salarchaeum japonicum,type strain of species,LPSN,TRUE,1,1,2204214,2204214,2204214,1,2901,NZ_BAAADU010000002.1,2204214,1,117,NZ_BAAADU010000002.1,2899,3927,0,91.238,FOJA01000001.1623506.1626404,Archaea;Halobacteriota;Halobacteria;Halobacterales;Halobacteriaceae;Halobacterium;Halobacterium jilantaiense,1169780,1169780,TRUE,FALSE,FALSE,2204214,2204214,Contig,ASM3952264v1,na,PRJNA224116,SAMD00644968,2,2204214,none,2024-02-23,GCA_039522645.1,none,full,na,none,none,0,0,Salarchaeum japonicum,none,na,3,none,none,none,none,none,2024-02-23,0,555573,1,JCM 16327,WFCC-MIRCEN World Data Centre for Microorganisms (WDCM),d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Salarchaeum;s__Salarchaeum japonicum,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Salarchaeum;s__Salarchaeum japonicum,0,2339560,11,47,assembly from type material,2339560,0,BAAADU000000000.1,2547,2,2204214,1,none,none,none,none,none,none,1472,NZ_BAAADU010000002.1,1472,2719,0,100,AB663433.1.1473,Archaea;Halobacteriota;Halobacteria;Halobacterales;Halobacteriaceae;Salarchaeum;Salarchaeum japonicum,0,19,47,0,TRUE,FALSE,NA,NA,NA,NA
Salarchaeum japonicum,555573,YSM-79,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Salarchaeum,NA,20,40,NA,NA,55,35,474,RS_GCF_020614395.1,0,99.29,1.34,Specific,99.49,0.43,359,f__Halobacteriaceae (UID84),235,0,2133563,91.2059303692032,2,1579048,67.50142458302358,2339281,RS_GCF_020614395.1,TRUE,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Salarchaeum;s__Salarchaeum japonicum,type strain of species,LPSN,TRUE,1,1,2204074,2204074,2204074,1,2901,NZ_CP085324.1,2204074,1,117,NZ_CP085324.1,2899,3927,0,91.238,FOJA01000001.1623506.1626404,Archaea;Halobacteriota;Halobacteria;Halobacterales;Halobacteriaceae;Halobacterium;Halobacterium jilantaiense,1169640,1169640,TRUE,FALSE,FALSE,2204074,2204074,Complete Genome,ASM2061439v1,na,PRJNA224116,SAMN22374871,none,none,Japan: Okinawa,2021-10-26,GCA_020614395.1,none,full,na,commercial salt,none,2,0,Salarchaeum japonicum,none,representative genome,3,2,1,2204074,2204074,2204074,2021-10-26,0,555573,1,JCM 16327,Jiangsu University,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Salarchaeum;s__Salarchaeum japonicum,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Salarchaeum;s__Salarchaeum japonicum,0,2339281,11,47,assembly from type material,2339281,0,na,2546,2,2204074,1,none,none,none,none,none,none,1472,NZ_CP085324.1,1472,2719,0,100,AB663433.1.1473,Archaea;Halobacteriota;Halobacteria;Halobacterales;Halobacteriaceae;Salarchaeum;Salarchaeum japonicum,0,19,47,0,TRUE,FALSE,NA,NA,NA,NA
Salinarchaeum laminariae,869888,R26,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Salinarchaeum,NA,20,37,NA,NA,50,30,476,RS_GCF_023204835.1,0,93.49,0.48,Specific,96.93,0.4,395,f__Halobacteriaceae (UID85),250,0,2693868,84.99006349958528,1,2058246,64.938585473479165,3169627,RS_GCF_023204835.1,TRUE,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Salinarchaeaceae;g__Salinarchaeum;s__Salinarchaeum laminariae,type strain of species,LPSN,TRUE,1,1,3169527,3169627,3169627,1,2907,NZ_CP096270.1,3169627,1,117,NZ_CP096270.1,2907,4970,0,97.523,CP005962.1162450.1165361,Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Salinarchaeum;Salinarchaeum sp. Harcht-Bsk1,3169527,3169627,TRUE,FALSE,FALSE,3169527,3169627,Chromosome,ASM2320483v1,na,PRJNA224116,SAMN27573327,1,3169527,China: Liaoning,2022-05-02,GCA_023204835.1,none,full,na,salted brown alga Laminaria,none,1,0,Salinarchaeum laminariae,none,representative genome,3,1,1,3169627,3169627,3169627,2022-05-02,1,869888,1,R26,Jiangsu University,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Natronoarchaeaceae;g__Salinarchaeum;s__Salinarchaeum laminariae,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Natronoarchaeaceae;g__Salinarchaeum;s__Salinarchaeum laminariae,100,3169627,11,45,assembly from type material,3169527,0,na,3038,1,3169627,1,none,none,none,none,none,none,1470,NZ_CP096270.1,1470,2710,0,99.932,HM159601.1.1471,Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Salinarchaeum;Salinarchaeum laminariae,100,19,45,0,TRUE,FALSE,NA,NA,NA,NA
Salinigranum halophilum,2565931,YJ-53,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Salinigranum,NA,20,41,40,42,60,40,477,RS_GCF_004916935.1,0,100,2.14,Specific,99.95,3.17,417,f__Halobacteriaceae (UID96),263,0,3828410,86.93246198247458,20,2897151,65.7861799454573,4403890,RS_GCF_007004735.1,FALSE,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Salinigranum;s__Salinigranum halophilum,not type material,none,FALSE,4,4,848512,848512,3381,1,2910,NZ_SSNM01000017.1,3381,1,116,NZ_SSNM01000017.1,2863,4702,0,96.367,CP026309.2171800.2174654,Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Salinigranum;Salinigranum rubrum,220194,220194,TRUE,FALSE,FALSE,497129,497129,Contig,ASM491693v1,na,PRJNA224116,SAMN11382565,20,497129,China: Shandong province,2019-04-26,GCA_004916935.1,none,full,na,soil from saltern,none,0,0,Salinigranum halophilum,none,na,3,none,none,none,none,none,2019-04-26,0,2565931,1,DYF38,Jiangsu Universiry,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Salinigranum;s__Salinigranum halophilum,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Salinigranum;s__Salinigranum halophilum,0,4403890,11,46,na,4403890,0,SSNM00000000.1,4382,20,2092,1,none,none,none,none,none,none,1467,NZ_SSNM01000018.1,1467,2560,0,98.16,CP026309.14431.15906,Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Salinigranum;Salinigranum rubrum,0,18,45,0,TRUE,FALSE,NA,NA,NA,NA
Salinigranum halophilum,2565931,YJ-53,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Salinigranum,NA,20,41,40,42,60,40,477,RS_GCF_004916945.1,0,100,2.2,Specific,99.95,2.28,417,f__Halobacteriaceae (UID96),263,0,3828669,86.75723977999054,13,2900658,65.72860741572275,4413083,RS_GCF_007004735.1,FALSE,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Salinigranum;s__Salinigranum halophilum,not type material,none,FALSE,3,3,1117169,1117169,5624,1,2910,NZ_SSNN01000010.1,5624,1,114,NZ_SSNN01000010.1,2863,4641,0,95.983,CP026309.16336.19190,Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Salinigranum;Salinigranum rubrum,339467,339467,TRUE,FALSE,FALSE,861452,861452,Contig,ASM491694v1,na,PRJNA224116,SAMN11382580,13,861452,China: Zhejiang province,2019-04-26,GCA_004916945.1,none,full,na,Soil sample in saltern,none,0,0,Salinigranum halophilum,none,na,5,none,none,none,none,none,2019-04-26,0,2565931,1,ZS-5,Jiangsu Universiry,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Salinigranum;s__Salinigranum halophilum,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Salinigranum;s__Salinigranum halophilum,0,4413083,11,46,na,4413083,0,SSNN00000000.1,4387,13,5624,1,none,none,none,none,none,none,1467,NZ_SSNN01000010.1,1467,2555,0,98.091,CP026309.2175086.2176561,Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Salinigranum;Salinigranum rubrum,0,18,45,0,TRUE,FALSE,NA,NA,NA,NA
Salinigranum halophilum,2565931,YJ-53,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Salinigranum,NA,20,41,40,42,60,40,477,RS_GCF_007004735.1,0,100,2.81,Specific,100,2.41,417,f__Halobacteriaceae (UID96),263,0,3662263,87.26326594703868,12,2774135,66.10138515455152,4196798,RS_GCF_007004735.1,TRUE,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Salinigranum;s__Salinigranum halophilum,type strain of species,LPSN,FALSE,3,3,812446,860121,5301,1,2910,NZ_SSNL01000011.1,5301,3,116,NZ_SSNL01000011.1,2863,4658,0,96.088,CP026309.2171800.2174654,Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Salinigranum;Salinigranum rubrum,349732,381527,TRUE,FALSE,FALSE,646974,729428,Scaffold,ASM700473v1,na,PRJNA224116,SAMN11382603,12,646974,China: Guangxi province,2019-07-12,GCA_007004735.1,none,full,na,Soil sample in saltern,none,0,0,Salinigranum halophilum,none,representative genome,5,11,3,729428,645011,171060,2019-07-12,1,2565931,1,YJ-53,Jiangsu Universiry,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Salinigranum;s__Salinigranum halophilum,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Salinigranum;s__Salinigranum halophilum,10,4196798,11,47,assembly from type material,4196788,0,SSNL00000000.1,4146,11,5301,1,none,none,none,none,none,none,1467,NZ_SSNL01000011.1,1467,2571,0,98.296,CP026309.14431.15906,Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Salinigranum;Salinigranum rubrum,10,18,46,0,TRUE,FALSE,NA,NA,NA,NA
Salinigranum rubrum,755307,GX10,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Salinigranum,GCA_002906575.1,20,37,NA,NA,50,30,478,RS_GCF_002906575.1,0,98.03,2.1,Specific,98.42,1.05,417,f__Halobacteriaceae (UID96),263,0,4220563,84.86754185201316,6,3265991,65.67290379999027,4973118,RS_GCF_002906575.1,TRUE,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Salinigranum;s__Salinigranum rubrum,type strain of species,LPSN,TRUE,1,1,4250563,4250563,4250563,2,2904,NZ_CP026309.1,4250563,2,115,NZ_CP026309.1,2855,5273,0,100,CP026309.16336.19190,Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Salinigranum;Salinigranum rubrum,828853,828853,TRUE,FALSE,FALSE,4250563,4250563,Complete Genome,ASM290657v1,na,PRJNA224116,SAMN08381148,none,none,China: Weihai,2018-01-30,GCA_002906575.1,none,full,na,marine solar saltern brine,none,6,0,Salinigranum rubrum,4882,representative genome,6,6,1,4250563,4250563,237003,2018-01-30,0,755307,2,GX10,ZheJiang University,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Salinigranum;s__Salinigranum rubrum,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Salinigranum;s__Salinigranum rubrum,0,4973118,11,49,assembly from type material,4973118,0,na,5123,6,4250563,2,1465,2649,0,99.317,636116,k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__ArcF12;s__,1467,NZ_CP026309.1,1467,2710,0,100,CP026309.2175086.2176561,Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Salinigranum;Salinigranum rubrum,0,19,49,0,TRUE,FALSE,NA,NA,NA,NA
Salinigranum salinum,1364937,YJ-50-S2,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Salinigranum,NA,25,37,NA,NA,50,25,479,RS_GCF_009176545.1,0,99.92,6.49,Specific,99.11,2.88,417,f__Halobacteriaceae (UID96),263,0,3972877,84.69454233046177,5,3139856,66.93604330150528,4690830,RS_GCF_009176545.1,TRUE,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Salinigranum;s__Salinigranum salinum,type strain of species,LPSN,FALSE,1,1,2436551,2436551,5478,1,2904,NZ_VTOJ01000005.1,2065601,3,116,NZ_VTOJ01000002.1,2868,4392,0,94.456,CP026309.16336.19190,Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Salinigranum;Salinigranum rubrum,938166,938166,TRUE,FALSE,FALSE,2436551,2436551,Contig,ASM917654v1,na,PRJNA224116,SAMN12651047,5,2436551,China: Guangdong Province,2019-10-18,GCA_009176545.1,none,full,na,soil from Yangjiang marine saltern in southern region of China,none,0,0,Salinigranum salinum,none,representative genome,5,none,none,none,none,none,2019-10-18,0,1364937,1,YJ-50-S2,Jiangsu Universiry,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Salinigranum;s__Salinigranum salinum,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Salinigranum;s__Salinigranum salinum,0,4690830,11,47,assembly from type material,4690830,0,VTOJ00000000.1,4491,5,5478,1,none,none,none,none,none,none,1466,NZ_VTOJ01000005.1,1466,2708,0,100,KC918822.1.1466,Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Salinigranum;Salinigranum salinum,0,19,47,0,TRUE,FALSE,NA,NA,NA,NA
Salinirubellus salinus,1364945,ZS-35-S2,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,NA,Salinirubellus,NA,25,37,NA,NA,50,25,480,RS_GCF_025231485.1,0,100,2.27,Specific,98.4,2.8,395,f__Halobacteriaceae (UID85),250,25,3876665,88.57478464437018,2,2996025,68.45375320388767,4376714,RS_GCF_025231485.1,TRUE,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Salinirubellus;s__Salinirubellus salinus,type strain of species,LPSN,TRUE,1,1,4127382,4127382,4127382,1,2902,NZ_CP104003.1,4127382,1,115,NZ_CP104003.1,2914,3640,0,89.362,CR936257.211174.214083,Archaea;Halobacteriota;Halobacteria;Halobacterales;Halomicrobiaceae;Natronomonas;Natronomonas pharaonis DSM 2160,2188357,2188357,TRUE,FALSE,FALSE,4127382,4127382,Complete Genome,ASM2523148v1,na,PRJNA224116,SAMN30618693,none,none,China: Zhejiang,2022-09-11,GCA_025231485.1,none,full,na,Zhoushan marine solar saltern,none,2,0,Salinirubellus salinus,none,representative genome,3,2,1,4127382,4127382,4127382,2022-09-11,0,1364945,1,ZS-35-S2,Jiangsu University,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Salinirubellus;s__Salinirubellus salinus,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Salinirubellus;s__Salinirubellus salinus,0,4376714,11,48,assembly from type material,4376714,0,na,4454,2,4127382,1,none,none,none,none,none,none,1466,NZ_CP104003.1,1464,2671,0,99.59,EF533953.1.1464,Archaea;Halobacteriota;Halobacteria;Halobacterales;Halomicrobiaceae;Natronomonas;uncultured haloarchaeon,0,19,48,0,TRUE,FALSE,NA,NA,NA,NA
